name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Acfer 237,245,Valid,H3,673,Found,1991,27.491670,3.832780,"(27.49167, 3.83278)"
Acfer 238,246,Valid,H4/5,311,Found,1991,27.503610,3.673060,"(27.50361, 3.67306)"
Acfer 239,247,Valid,H6,160,Found,1991,27.484440,3.666390,"(27.48444, 3.66639)"
Acfer 240,248,Valid,L6,342,Found,1991,27.498330,3.694440,"(27.49833, 3.69444)"
Acfer 241,249,Valid,L6,86,Found,1991,27.515830,3.727220,"(27.51583, 3.72722)"
Acfer 242,250,Valid,L6,318,Found,1991,27.521110,3.773330,"(27.52111, 3.77333)"
Acfer 244,252,Valid,H6,2045,Found,1991,27.524720,3.809720,"(27.52472, 3.80972)"
Acfer 245,253,Valid,H5,75,Found,1991,27.563890,3.926390,"(27.56389, 3.92639)"
Acfer 246,254,Valid,L6,923,Found,1991,27.692220,3.321670,"(27.69222, 3.32167)"
Acfer 247,255,Valid,L4,60,Found,1991,27.636110,4.031390,"(27.63611, 4.03139)"
Acfer 248,256,Valid,L3.9/4,402,Found,1991,27.635560,4.025280,"(27.63556, 4.02528)"
Acfer 249,257,Valid,H5/6,99,Found,1991,27.621670,3.953610,"(27.62167, 3.95361)"
Acfer 250,258,Valid,H6,382,Found,1991,27.551390,3.741940,"(27.55139, 3.74194)"
Acfer 251,259,Valid,LL5-6,202,Found,1991,27.509720,3.880560,"(27.50972, 3.88056)"
Acfer 252,260,Valid,L6,146,Found,1991,27.511110,3.884440,"(27.51111, 3.88444)"
Acfer 253,261,Valid,LL5-6,47,Found,1991,27.513610,3.896940,"(27.51361, 3.89694)"
Acfer 254,262,Valid,L6,99,Found,1991,27.522220,3.946940,"(27.52222, 3.94694)"
Acfer 255,263,Valid,L6,124,Found,1991,27.646110,4.397220,"(27.64611, 4.39722)"
Acfer 256,264,Valid,H5/6,235,Found,1991,27.646110,4.397220,"(27.64611, 4.39722)"
Acfer 257,265,Valid,H6,75,Found,1991,27.685280,4.503330,"(27.68528, 4.50333)"
Acfer 258,266,Valid,H6,212,Found,1991,27.670560,4.346110,"(27.67056, 4.34611)"
Acfer 259,267,Valid,H3-6,114,Found,1991,27.524440,3.873610,"(27.52444, 3.87361)"
Acfer 260,268,Valid,H5,177,Found,1991,27.475560,3.710280,"(27.47556, 3.71028)"
Acfer 261,269,Valid,L6,73,Found,1991,27.709170,4.420830,"(27.70917, 4.42083)"
Acfer 262,270,Valid,H4,92,Found,1991,27.670000,4.497220,"(27.67, 4.49722)"
Acfer 263,271,Valid,L6,438,Found,1991,27.691110,4.337500,"(27.69111, 4.3375)"
Acfer 264,272,Valid,LL6,243,Found,1991,27.694720,4.306390,"(27.69472, 4.30639)"
Acfer 265,273,Valid,Mesosiderite,83,Found,1991,27.715000,4.192780,"(27.715, 4.19278)"
Acfer 266,274,Valid,L6,518,Found,1991,27.727220,4.170560,"(27.72722, 4.17056)"
Acfer 267,275,Valid,LL5-6,229,Found,1991,27.510560,3.713060,"(27.51056, 3.71306)"
Acfer 268,276,Valid,LL4-6,764,Found,1991,27.513890,3.875280,"(27.51389, 3.87528)"
Acfer 269,277,Valid,LL6,276,Found,1991,27.514720,3.865560,"(27.51472, 3.86556)"
Acfer 270,278,Valid,CR2,298,Found,1991,27.518610,3.857220,"(27.51861, 3.85722)"
Acfer 271,279,Valid,H6,237,Found,1991,27.561110,4.055560,"(27.56111, 4.05556)"
Acfer 272,280,Valid,CV3,63,Found,1991,27.570280,4.075000,"(27.57028, 4.075)"
Acfer 273,281,Valid,H5/6,2110,Found,1991,27.621940,4.455560,"(27.62194, 4.45556)"
Acfer 274,282,Valid,H6,203,Found,1991,27.633890,4.187220,"(27.63389, 4.18722)"
Acfer 275,283,Valid,H5-6,429,Found,1991,27.633610,4.173060,"(27.63361, 4.17306)"
Acfer 276,284,Valid,H5,99,Found,1991,27.639720,4.145280,"(27.63972, 4.14528)"
Acfer 277,285,Valid,Ureilite,41,Found,1991,27.639170,4.142780,"(27.63917, 4.14278)"
Acfer 278,286,Valid,H5,72,Found,1991,27.638610,4.127220,"(27.63861, 4.12722)"
Acfer 279,287,Valid,H5,96,Found,1991,27.642780,4.068890,"(27.64278, 4.06889)"
Acfer 280,288,Valid,L6,177,Found,1991,27.535280,3.912780,"(27.53528, 3.91278)"
Acfer 281,289,Valid,L5,165,Found,1991,27.542220,3.884440,"(27.54222, 3.88444)"
Acfer 282,290,Valid,H6,67,Found,1991,27.654440,4.275280,"(27.65444, 4.27528)"
Acfer 283,291,Valid,H5,187,Found,1991,27.700560,4.229440,"(27.70056, 4.22944)"
Acfer 284,292,Valid,H5,120,Found,1991,27.706110,4.205830,"(27.70611, 4.20583)"
Acfer 285,293,Valid,H4/5,69,Found,1991,27.631390,4.107220,"(27.63139, 4.10722)"
Acfer 286,294,Valid,H6,407,Found,1991,27.794720,4.167220,"(27.79472, 4.16722)"
Acfer 287,295,Valid,E4,59,Found,1992,27.616670,4.190560,"(27.61667, 4.19056)"
Acfer 288,296,Valid,L5,55,Found,1992,27.591390,3.988060,"(27.59139, 3.98806)"
Acfer 289,297,Valid,CR2,76,Found,1992,27.474170,3.864170,"(27.47417, 3.86417)"
Acfer 290,298,Valid,L6,213,Found,1992,27.545280,4.048610,"(27.54528, 4.04861)"
Acfer 291,299,Valid,H6,261,Found,1992,27.708060,4.248060,"(27.70806, 4.24806)"
Acfer 292,300,Valid,H5,432,Found,1992,27.718610,4.486110,"(27.71861, 4.48611)"
Acfer 293,301,Valid,LL6,198,Found,1992,27.665830,4.190560,"(27.66583, 4.19056)"
Acfer 294,302,Valid,H4,457,Found,1992,27.649720,4.011940,"(27.64972, 4.01194)"
Acfer 295,303,Valid,LL6,217,Found,1992,27.483330,3.915560,"(27.48333, 3.91556)"
Acfer 296,304,Valid,LL5-6,121,Found,1992,27.582780,4.000000,"(27.58278, 4.0)"
Acfer 297,305,Valid,L6,43,Found,1992,27.633610,4.041390,"(27.63361, 4.04139)"
Acfer 298,306,Valid,L6,2000,Found,1992,27.709170,4.174440,"(27.70917, 4.17444)"
Acfer 299,307,Valid,LL4,180,Found,1992,27.682500,4.420280,"(27.6825, 4.42028)"
Acfer 300,308,Valid,H6,270,Found,1992,27.590280,4.151940,"(27.59028, 4.15194)"
Acfer 301,309,Valid,H4,162,Found,1992,27.527220,3.898060,"(27.52722, 3.89806)"
Acfer 302,310,Valid,H5,95,Found,1992,27.586940,3.964170,"(27.58694, 3.96417)"
Acfer 303,311,Valid,H5/6,83,Found,1992,27.602220,3.985280,"(27.60222, 3.98528)"
Acfer 304,312,Valid,H6,60,Found,1992,27.623610,4.025560,"(27.62361, 4.02556)"
Acfer 305,313,Valid,L6,369,Found,1992,27.687220,4.183610,"(27.68722, 4.18361)"
Acfer 306,314,Valid,L6,129,Found,1992,27.428890,3.820000,"(27.42889, 3.82)"
Acfer 307,315,Valid,L5,520,Found,1992,27.490830,3.897780,"(27.49083, 3.89778)"
Acfer 308,316,Valid,H5,74,Found,1992,27.559720,4.010280,"(27.55972, 4.01028)"
Acfer 309,317,Valid,L6,185,Found,1992,27.645560,4.204440,"(27.64556, 4.20444)"
Acfer 310,318,Valid,H6,169,Found,1992,27.683610,4.253060,"(27.68361, 4.25306)"
Acfer 311,319,Valid,CR2,120,Found,1992,27.508060,3.844170,"(27.50806, 3.84417)"
Acfer 312,320,Valid,L5,364,Found,1992,27.578610,3.968890,"(27.57861, 3.96889)"
Acfer 313,321,Valid,H5,78,Found,1992,27.600560,3.995560,"(27.60056, 3.99556)"
Acfer 314,322,Valid,H6,169,Found,1992,27.663890,4.098060,"(27.66389, 4.09806)"
Acfer 315,323,Valid,L/LL6,506,Found,1992,27.699720,4.186110,"(27.69972, 4.18611)"
Acfer 316,324,Valid,H6,126,Found,1992,27.687500,4.245000,"(27.6875, 4.245)"
Dominion Range 03244,32596,Valid,LL5,91.3,Found,2002,,,
Acfer 317,325,Valid,H5,878,Found,1992,27.592780,4.401390,"(27.59278, 4.40139)"
Acfer 318,326,Valid,H5,292,Found,1992,27.550280,3.998060,"(27.55028, 3.99806)"
Acfer 319,327,Valid,L6,2393,Found,1992,27.551940,3.816110,"(27.55194, 3.81611)"
Acfer 320,328,Valid,H5,167,Found,1992,27.460560,3.888060,"(27.46056, 3.88806)"
Acfer 321,329,Valid,H5,157,Found,2001,27.545500,4.061170,"(27.5455, 4.06117)"
Acfer 322,330,Valid,L5,25,Found,2001,27.559170,4.093000,"(27.55917, 4.093)"
Acfer 323,331,Valid,LL5,117,Found,2001,27.503000,3.879500,"(27.503, 3.8795)"
Acfer 324,30428,Valid,CR2,69,Found,2001,27.500830,3.869830,"(27.50083, 3.86983)"
Acfer 325,332,Valid,LL6,32,Found,1989,27.500000,3.616670,"(27.5, 3.61667)"
Acfer 326,333,Valid,L6,139,Found,1989,27.500000,3.616670,"(27.5, 3.61667)"
Acfer 327,334,Valid,H5,745.22,Found,2001,27.733330,4.433330,"(27.73333, 4.43333)"
Acfer 328,335,Valid,CV3,180.07,Found,2001,27.733330,4.216670,"(27.73333, 4.21667)"
Acfer 329,336,Valid,L4/5,30000,Found,2001,27.583330,4.100000,"(27.58333, 4.1)"
Acfer 330,337,Valid,L6,490,Found,2001,27.650000,4.033330,"(27.65, 4.03333)"
Acfer 331,338,Valid,CM2,750,Found,2001,27.583330,4.016670,"(27.58333, 4.01667)"
Acfer 332,339,Valid,CO3,115.02,Found,2001,27.733330,4.133330,"(27.73333, 4.13333)"
Acfer 333,340,Valid,CO3,489,Found,2001,27.566670,4.066670,"(27.56667, 4.06667)"
Acfer 334,341,Valid,L6,211.25,Found,2002,27.650000,4.383330,"(27.65, 4.38333)"
Acfer 335,342,Valid,H4,261,Found,2002,27.733330,4.433330,"(27.73333, 4.43333)"
Acfer 336,343,Valid,L3.8,19400,Found,2002,27.616670,4.066670,"(27.61667, 4.06667)"
Acfer 337,344,Valid,L3.8,360,Found,2002,27.683330,4.266670,"(27.68333, 4.26667)"
Acfer 338,345,Valid,H6,377.6,Found,2002,27.716670,4.266670,"(27.71667, 4.26667)"
Acfer 339,346,Valid,H5,400,Found,2002,27.550000,4.200000,"(27.55, 4.2)"
Acfer 340,347,Valid,L5,173.15,Found,2002,27.583330,4.300000,"(27.58333, 4.3)"
Acfer 341,32781,Valid,L3,132,Found,2002,27.466670,3.833330,"(27.46667, 3.83333)"
Acfer 342,348,Valid,L6,1276,Found,2002,27.590560,4.662780,"(27.59056, 4.66278)"
Acfer 343,349,Valid,H3-5,140,Found,2002,27.619722,4.265000,"(27.619722, 4.265)"
Acfer 344,350,Valid,H3,410,Found,2002,27.733330,4.198330,"(27.73333, 4.19833)"
Acfer 345,351,Valid,LL5,53,Found,2002,27.464720,3.814170,"(27.46472, 3.81417)"
Acfer 346,352,Valid,LL6,546,Found,2002,27.590560,4.662780,"(27.59056, 4.66278)"
Acfer 347,353,Valid,L3,1165,Found,2001,27.683330,4.300000,"(27.68333, 4.3)"
Acfer 348,354,Valid,L5,8750,Found,2001,27.979330,4.278170,"(27.97933, 4.27817)"
Acfer 349,355,Valid,H6,298,Found,2001,27.840670,4.314330,"(27.84067, 4.31433)"
Acfer 350,356,Valid,H4,128,Found,2001,27.672000,4.526330,"(27.672, 4.52633)"
Acfer 351,357,Valid,L6,211,Found,2001,27.700000,4.133330,"(27.7, 4.13333)"
Acfer 352,358,Valid,L5,873,Found,2001,27.766670,4.016670,"(27.76667, 4.01667)"
Acfer 353,359,Valid,Eucrite-cm,11935,Found,2001,27.489170,3.890000,"(27.48917, 3.89)"
Acfer 354,360,Valid,LL5,252,Found,2001,27.500500,3.882330,"(27.5005, 3.88233)"
Acfer 355,361,Valid,LL5,161,Found,2002,27.589670,3.781000,"(27.58967, 3.781)"
Acfer 356,362,Valid,EL6,120,Found,2002,27.612330,4.528500,"(27.61233, 4.5285)"
Acfer 357,363,Valid,LL5,62,Found,2001,27.500830,4.874670,"(27.50083, 4.87467)"
Acfer 358,364,Valid,H6,70,Found,2002,27.766670,4.416670,"(27.76667, 4.41667)"
Acfer 359,365,Valid,H6,67,Found,2002,27.700000,4.483330,"(27.7, 4.48333)"
Acfer 360,30430,Valid,Ureilite,68,Found,2002,27.483330,3.766670,"(27.48333, 3.76667)"
Acfer 361,366,Valid,H4,138,Found,2002,27.429580,3.871350,"(27.42958, 3.87135)"
Acfer 362,367,Valid,H5,242.8,Found,2002,27.477800,3.701650,"(27.4778, 3.70165)"
Acfer 363,368,Valid,LL4,389.9,Found,2002,27.581630,4.293880,"(27.58163, 4.29388)"
Acfer 364,30431,Valid,LL6,656,Found,2002,27.700000,4.516670,"(27.7, 4.51667)"
Acfer 365,30432,Valid,L5,1456,Found,2002,27.609330,3.935670,"(27.60933, 3.93567)"
Acfer 366,32782,Valid,CH3,1456,Found,2002,26.609330,3.935670,"(26.60933, 3.93567)"
Acfer 367,30433,Valid,H5,410,Found,2002,27.684330,4.429170,"(27.68433, 4.42917)"
Acfer 368,30434,Valid,H4,126,Found,2002,27.688830,4.386000,"(27.68883, 4.386)"
Acfer 369,30435,Valid,H4,122,Found,2002,27.667000,4.648330,"(27.667, 4.64833)"
Acfer 370,32783,Valid,Chondrite-ung,129,Found,2002,27.672500,4.356670,"(27.6725, 4.35667)"
Acfer 371,34017,Valid,L5,9608,Found,2002,27.678170,4.465330,"(27.67817, 4.46533)"
Acfer 372,30436,Valid,LL6,238,Found,2002,26.611670,3.887000,"(26.61167, 3.887)"
Acfer 373,30437,Valid,H5,128,Found,2002,26.625830,3.944330,"(26.62583, 3.94433)"
Acfer 374,32784,Valid,CO3,118,Found,2002,26.608670,4.053000,"(26.60867, 4.053)"
Acfer 375,30438,Valid,LL6,495,Found,2002,27.508500,3.763830,"(27.5085, 3.76383)"
Acfer 376,30439,Valid,H6,132,Found,2002,27.639500,3.935000,"(27.6395, 3.935)"
Acfer 377,30440,Valid,L4,132,Found,2002,27.662500,3.976830,"(27.6625, 3.97683)"
Acfer 378,35480,Valid,LL6,1320,Found,2003,27.400000,3.750000,"(27.4, 3.75)"
Acfer 379,35338,Valid,H4,14764,Found,2004,27.411400,3.704670,"(27.4114, 3.70467)"
Acfer 380,35481,Valid,H5,849,Found,2002,27.766670,4.416670,"(27.76667, 4.41667)"
Acfer 381,35482,Valid,L6,292,Found,2002,27.700000,4.450000,"(27.7, 4.45)"
Acfer 382,35483,Valid,H5,101,Found,2002,27.633330,3.933330,"(27.63333, 3.93333)"
Acfer 386,44851,Valid,L5,200,Found,2004,27.360170,3.700000,"(27.36017, 3.7)"
Acfer 387,44852,Valid,H4-6,177,Found,2004,27.558000,4.015000,"(27.558, 4.015)"
Acfer 388,44853,Valid,H4,1072,Found,2004,27.616670,3.866670,"(27.61667, 3.86667)"
Acfer 389,44854,Valid,H5,397,Found,2004,27.504000,3.681670,"(27.504, 3.68167)"
Acfer 390,44855,Valid,H4,578,Found,2004,27.502500,3.693000,"(27.5025, 3.693)"
Acfer 391,53622,Valid,H4,388,Found,2004,27.596170,4.172000,"(27.59617, 4.172)"
Acfer 392,54591,Valid,H~5,74,Found,1997,27.516670,3.866670,"(27.51667, 3.86667)"
Acfer 393,54592,Valid,H~6,74,Found,1997,27.583330,4.033330,"(27.58333, 4.03333)"
Acfer 394,53886,Valid,CR2,364,Found,2001,27.518670,3.880330,"(27.51867, 3.88033)"
Acfer 395,53887,Valid,CR2,394,Found,2001,27.509170,3.887670,"(27.50917, 3.88767)"
Acfer 396,53888,Valid,CR2,148,Found,2001,27.512000,3.897830,"(27.512, 3.89783)"
Acfer 397,53889,Valid,CR2,105,Found,2001,27.509000,3.895830,"(27.509, 3.89583)"
Acfer 398,55262,Valid,CR2,97,Found,2001,27.502170,3.860830,"(27.50217, 3.86083)"
Acfer 399,55263,Valid,CR2,89,Found,2001,27.502670,3.872500,"(27.50267, 3.8725)"
Acfer 400,55264,Valid,CR2,101,Found,2001,27.500830,3.866170,"(27.50083, 3.86617)"
Acfer 401,56305,Valid,L5,9,Found,2002,27.689170,4.442670,"(27.68917, 4.44267)"
Achilles,369,Valid,H5,16000,Found,1924,39.776670,-100.813330,"(39.77667, -100.81333)"
Ackerly,55379,Valid,L5,3046,Found,1995,32.590330,-101.772170,"(32.59033, -101.77217)"
Acme,371,Valid,H5,75000,Found,1947,33.633330,-104.266670,"(33.63333, -104.26667)"
Acomita,372,Valid,"Pallasite, PMG",3956,Found,1962,35.050000,-107.566670,"(35.05, -107.56667)"
Acuña,373,Valid,"Iron, IIIAB",217700,Found,1981,29.316670,-100.966670,"(29.31667, -100.96667)"
Adalia,374,Valid,Eucrite-mmict,1,Found,1883,36.900000,30.683330,"(36.9, 30.68333)"
Adam Talha,44856,Valid,LL3.2,259.3,Found,2005,22.993500,-10.153670,"(22.9935, -10.15367)"
Adams County,375,Valid,H5,5700,Found,1928,39.966670,-103.766670,"(39.96667, -103.76667)"
ad-Dahbubah,376,Valid,H5,90000,Found,1961,19.833330,51.250000,"(19.83333, 51.25)"
Adelaide,377,Valid,C2-ung,2031,Found,1972,,,
Adelie Land,378,Valid,L5,1000,Found,1912,-67.183330,142.383330,"(-67.18333, 142.38333)"
Admire,380,Valid,"Pallasite, PMG",180000,Found,1881,38.700000,-96.100000,"(38.7, -96.1)"
Adrar 001,381,Valid,H4/5,1917,Found,1990,28.050000,0.166670,"(28.05, 0.16667)"
Adrar 002,382,Valid,L5,407,Found,1990,27.816670,0.133330,"(27.81667, 0.13333)"
Adrar 003,383,Valid,L/LL3.10,287,Found,1990,27.133330,0.200000,"(27.13333, 0.2)"
Adrar Bous,384,Valid,EL5,360,Found,2001,20.500000,9.000000,"(20.5, 9.0)"
Adrar Chiriet,44703,Valid,L6,926,Found,2003,19.640080,9.355450,"(19.64008, 9.35545)"
Adrar Madet,385,Valid,H5/6,1113,Found,1997,18.500000,10.400000,"(18.5, 10.4)"
Adrar Madet 002,386,Valid,LL3,2200,Found,2002,18.610420,10.494100,"(18.61042, 10.4941)"
Adrar Yaouelt,387,Valid,H5,2730,Found,2002,17.679870,10.035030,"(17.67987, 10.03503)"
Adrian,388,Valid,H4,22600,Found,1936,35.150000,-102.716670,"(35.15, -102.71667)"
Adzhi-Bogdo (iron),389,Valid,"Iron, IAB complex",582000,Found,1952,44.866670,95.416670,"(44.86667, 95.41667)"
Aggie Creek,393,Valid,"Iron, IIIAB",43000,Found,1942,64.883330,-163.166670,"(64.88333, -163.16667)"
Agoudal,57354,Valid,"Iron, IIAB",100000,Found,2000,31.984570,-5.515280,"(31.98457, -5.51528)"
Agoult,395,Valid,Eucrite,82,Found,2000,30.550000,-4.900000,"(30.55, -4.9)"
Agua Blanca,397,Valid,"Iron, IIIAB",49000,Found,1938,-28.916670,-66.950000,"(-28.91667, -66.95)"
Aguas Calientes,399,Valid,H,260.10000000000002,Found,1971,-25.500000,-68.400000,"(-25.5, -68.4)"
Aguemour 001,400,Valid,H5,896,Found,1990,26.966670,4.450000,"(26.96667, 4.45)"
Aguemour 002,401,Valid,L6,236,Found,1990,26.966670,4.400000,"(26.96667, 4.4)"
Aguemour 003,402,Valid,L6,809,Found,1990,27.366670,4.500000,"(27.36667, 4.5)"
Aguemour 004,403,Valid,H5,1137,Found,1990,27.333330,4.500000,"(27.33333, 4.5)"
Aguemour 005,404,Valid,H5,859,Found,1991,27.435830,4.638610,"(27.43583, 4.63861)"
Aguemour 006,405,Valid,L6,435,Found,1992,27.576390,4.525280,"(27.57639, 4.52528)"
Aguemour 007,406,Valid,H4,334,Found,1992,27.507780,4.601670,"(27.50778, 4.60167)"
Aguemour 008,407,Valid,L4,79,Found,1992,27.478890,4.198060,"(27.47889, 4.19806)"
Aguemour 009,408,Valid,L3.8,1446,Found,1992,27.428610,4.124170,"(27.42861, 4.12417)"
Aguemour 010,409,Valid,H5,367,Found,1993,27.360560,4.944720,"(27.36056, 4.94472)"
Aguemour 011,410,Valid,H4,207,Found,1993,27.350280,4.202500,"(27.35028, 4.2025)"
Aguemour 012,411,Valid,H5,347,Found,1993,27.517500,4.191110,"(27.5175, 4.19111)"
Aguemour 013,412,Valid,L5,364,Found,1993,27.569720,4.525560,"(27.56972, 4.52556)"
Aguemour 014,413,Valid,L5,167,Found,1993,27.578060,4.322500,"(27.57806, 4.3225)"
Aguemour 015,414,Valid,L4,1106,Found,1993,27.509720,4.161110,"(27.50972, 4.16111)"
Aguemour 016,415,Valid,L5,177,Found,1993,27.591670,4.316940,"(27.59167, 4.31694)"
Aguemour 017,416,Valid,L6,1000,Found,2001,27.400000,4.350000,"(27.4, 4.35)"
Ahumada,419,Valid,"Pallasite, PMG",52600,Found,1909,30.700000,-105.500000,"(30.7, -105.5)"
Aiken,421,Valid,OC,956,Found,1936,34.200000,-101.500000,"(34.2, -101.5)"
Ainsworth,422,Valid,"Iron, IIAB",80650,Found,1907,42.600000,-99.800000,"(42.6, -99.8)"
Akhricha,428,Valid,H,1760,Found,1968,28.462500,1.025000,"(28.4625, 1.025)"
Akmolla,429,Valid,H4,114,Found,1988,39.538330,59.558330,"(39.53833, 59.55833)"
Akron (1940),430,Valid,H6,1050,Found,1940,40.150000,-103.166670,"(40.15, -103.16667)"
Akron (1961),431,Valid,L6,4000,Found,1961,40.150000,-103.166670,"(40.15, -103.16667)"
Al Alamayn,35484,Valid,H5,13.31,Found,2005,30.709520,28.969800,"(30.70952, 28.9698)"
Al Haggounia 001,44857,Valid,Aubrite,3000000,Found,2006,27.500000,-12.500000,"(27.5, -12.5)"
Al Huqf 001,434,Valid,L4,41.5,Found,2000,19.420000,57.188330,"(19.42, 57.18833)"
Al Huqf 002,435,Valid,H5,81.400000000000006,Found,2000,19.271670,57.386670,"(19.27167, 57.38667)"
Al Huqf 003,436,Valid,L4,115.42,Found,2002,19.506950,57.119520,"(19.50695, 57.11952)"
Al Huqf 004,437,Valid,L5,260.22000000000003,Found,2002,19.544820,57.098070,"(19.54482, 57.09807)"
Al Huqf 005,438,Valid,L6,763.29,Found,2002,19.840570,57.008480,"(19.84057, 57.00848)"
Al Huqf 006,439,Valid,L6,1861.21,Found,2002,19.840670,57.008420,"(19.84067, 57.00842)"
Al Huqf 007,440,Valid,L5,1042.7,Found,2002,19.841280,57.009530,"(19.84128, 57.00953)"
Al Huqf 008,441,Valid,L6,1074.3,Found,2002,19.842030,57.007470,"(19.84203, 57.00747)"
Al Huqf 009,442,Valid,H4,39.83,Found,2002,19.842300,57.000130,"(19.8423, 57.00013)"
Al Huqf 010,443,Valid,L6,41539.300000000003,Found,2002,19.867850,57.002800,"(19.86785, 57.0028)"
Al Huqf 011,444,Valid,L6,8056,Found,2002,19.866070,57.003200,"(19.86607, 57.0032)"
Al Huqf 012,445,Valid,L6,402.75,Found,2003,19.802520,57.321370,"(19.80252, 57.32137)"
Al Huqf 050,35485,Valid,H4,1066.2,Found,2002,19.603080,57.033320,"(19.60308, 57.03332)"
Al Huqf 051,35486,Valid,L6,402.75,Found,2003,19.802520,57.321370,"(19.80252, 57.32137)"
Al Huqf 052,45822,Valid,H~5,1319.4,Found,2001,19.656750,57.043300,"(19.65675, 57.0433)"
Al Huqf 053,45823,Valid,H~5,854.7,Found,2001,19.612870,57.270380,"(19.61287, 57.27038)"
Al Huqf 054,45824,Valid,L~6,2936.5,Found,2001,19.616120,57.269800,"(19.61612, 57.2698)"
Al Huqf 055,45825,Valid,H4,1865.6,Found,2001,19.640730,57.288570,"(19.64073, 57.28857)"
Al Huqf 056,45826,Valid,H5,124,Found,2001,19.664530,57.333400,"(19.66453, 57.3334)"
Al Huqf 057,45827,Valid,H5,105.3,Found,2001,19.531120,57.084270,"(19.53112, 57.08427)"
Al Huqf 058,45828,Valid,L~6,97.7,Found,2001,19.342100,57.169300,"(19.3421, 57.1693)"
Al Huqf 059,45829,Valid,L~3,362.7,Found,2001,19.314680,57.273430,"(19.31468, 57.27343)"
Al Huqf 060,45830,Valid,L~6,913.1,Found,2001,19.405180,57.268180,"(19.40518, 57.26818)"
Al Huqf 062,45831,Valid,H~4,50.7,Found,2001,19.407720,57.298780,"(19.40772, 57.29878)"
Al Huqf 063,45832,Valid,L6,591.79999999999995,Found,2006,19.445330,57.023450,"(19.44533, 57.02345)"
Al Huqf 064,48536,Valid,H4,12834,Found,2002,19.404120,57.274970,"(19.40412, 57.27497)"
Al Huqf 065,48537,Valid,L6,2084.16,Found,2007,19.320920,57.229770,"(19.32092, 57.22977)"
Al Huqf 066,48538,Valid,L4,150.05699999999999,Found,2007,19.510530,57.129200,"(19.51053, 57.1292)"
Al Huqf 067,51921,Valid,H4,61.6,Found,2009,19.225970,57.540630,"(19.22597, 57.54063)"
Al Huqf 068,51922,Valid,L3,165.4,Found,2009,19.140250,57.584270,"(19.14025, 57.58427)"
Al Huqf 069,51923,Valid,H4/5,250.5,Found,2009,19.267950,57.134120,"(19.26795, 57.13412)"
Al Huqf 070,51937,Valid,L4,2632.8,Found,2009,19.187980,57.109780,"(19.18798, 57.10978)"
Al Huwaysah 001,55403,Valid,LL6,3150.5,Found,2009,22.804870,55.327420,"(22.80487, 55.32742)"
Al Huwaysah 002,55404,Valid,LL6,690.5,Found,2009,22.798530,55.316730,"(22.79853, 55.31673)"
Al Huwaysah 003,55405,Valid,L4-6,273.05,Found,2010,22.748620,55.373230,"(22.74862, 55.37323)"
Al Huwaysah 004,55406,Valid,H5,141.51,Found,2010,22.747330,55.395220,"(22.74733, 55.39522)"
Al Huwaysah 005,55636,Valid,L(LL)3.5-3.7,1228.0999999999999,Found,2010,22.733420,55.331220,"(22.73342, 55.33122)"
Al Huwaysah 006,55407,Valid,L6,16.41,Found,2010,22.737430,55.319100,"(22.73743, 55.3191)"
Al Huwaysah 007,55408,Valid,L6,1.56,Found,2010,22.733930,55.320400,"(22.73393, 55.3204)"
Al Huwaysah 008,55409,Valid,H4,356.2,Found,2010,22.737970,55.321250,"(22.73797, 55.32125)"
Al Huwaysah 009,55410,Valid,H6,3407.8,Found,2010,22.757470,55.414020,"(22.75747, 55.41402)"
Al Huwaysah 010,55637,Valid,Achondrite-ung,1411.8,Found,2010,22.748680,55.472180,"(22.74868, 55.47218)"
Al Huwaysah 011,55411,Valid,L4-5,112.76,Found,2010,22.759780,55.390800,"(22.75978, 55.3908)"
Al Huwaysah 012,55412,Valid,H5,4694.8999999999996,Found,2010,22.677520,55.340270,"(22.67752, 55.34027)"
Al Huwaysah 013,56408,Valid,H6,
